2022-02-02 23:17:50,43.312
2022-02-02 23:18:22,43.312
2022-02-02 23:18:36,43.85
2022-02-02 23:18:51,44.388
2022-02-02 23:19:06,43.312
2022-02-02 23:19:21,43.85
2022-02-02 23:19:37,43.312
2022-02-02 23:19:52,43.312
2022-02-02 23:20:06,43.312
2022-02-02 23:20:21,43.312
2022-02-02 23:20:37,43.312
2022-02-02 23:20:52,43.312
2022-02-02 23:21:07,43.85
2022-02-02 23:21:28,43.312
2022-02-02 23:21:46,43.312
2022-02-02 23:22:05,43.312
2022-02-02 23:22:25,43.312
2022-02-02 23:22:44,44.388
2022-02-02 23:22:58,43.312
2022-02-02 23:23:14,43.312
2022-02-02 23:23:29,43.85
2022-02-02 23:23:55,44.388
2022-02-02 23:24:33,44.388
2022-02-02 23:24:58,44.388
2022-02-02 23:25:20,44.388
2022-02-02 23:25:44,43.85
2022-02-02 23:26:19,44.388
2022-02-02 23:26:41,43.312
2022-02-03 00:13:54,44.388
2022-02-03 00:14:29,43.85
2022-02-03 00:14:45,44.388
2022-02-03 00:14:59,43.85
2022-02-03 00:15:17,44.388
2022-02-03 00:15:32,44.388
2022-02-03 00:15:46,44.388
2022-02-03 00:15:58,44.388
2022-02-03 00:16:14,43.312
